route,location,url,avg_stars,route_type,rating,pitches,length,area_latitude,area_longitude,climbing_rating_complete,protection
Charisma,Main Wall > Blob Rock > Blob Rock Area > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105765015/charisma,1.9,Sport,5.11a,1.0,70.0,40.00283,-105.38896,11.1,G
Orange Crush,Right Gully > Blob Rock > Blob Rock Area > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105763278/orange-crush,2.5,Sport,5.11c,1.0,80.0,40.00278,-105.38856,11.3,G
Respite,Right Gully > Blob Rock > Blob Rock Area > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105758323/respite,2.2,Sport,5.11d,1.0,50.0,40.00278,-105.38856,11.4,G
Jolt Cola,Right Gully > Blob Rock > Blob Rock Area > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105750694/jolt-cola,3.5,Sport,5.12a,1.0,,40.00278,-105.38856,12.1,G
Hypertension,Right Gully > Blob Rock > Blob Rock Area > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105761205/hypertension,2.4,Sport,5.12a,1.0,70.0,40.00278,-105.38856,12.1,G
Ginseng Rush,Right Gully > Blob Rock > Blob Rock Area > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105758047/ginseng-rush,2.9,Sport,5.12a/b,1.0,60.0,40.00278,-105.38856,12.15,G
Vaso-power linkup,Right Gully > Blob Rock > Blob Rock Area > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/107551335/vaso-power-linkup,4.0,"Trad, Sport",5.12+,1.0,110.0,40.00278,-105.38856,12.35,G
Vasodilator,Right Gully > Blob Rock > Blob Rock Area > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105750214/vasodilator,3.9,Sport,5.13a,1.0,,40.00278,-105.38856,13.1,G
Elephant In The Room,Right Gully > Blob Rock > Blob Rock Area > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/107890165/elephant-in-the-room,3.3,Sport,5.13b/c,1.0,85.0,40.00278,-105.38856,13.25,G
Vasoconstrictor,Right Gully > Blob Rock > Blob Rock Area > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/107976631/vasoconstrictor,4.0,Sport,5.13c,1.0,90.0,40.00278,-105.38856,13.3,G
Erki Nool (WGA),Upper East Face > Blob Rock > Blob Rock Area > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105759030/erki-nool-wga,3.4,Sport,5.11d,1.0,90.0,40.0024,-105.3878,11.4,G
Wake 'n Bake,Small Package Block > Blob Rock Area > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105764955/wake-n-bake,1.8,Sport,5.10a,1.0,30.0,40.0025,-105.3878,10.1,G
King of the Hill,Small Package Block > Blob Rock Area > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105765075/king-of-the-hill,2.0,Sport,5.13c,1.0,30.0,40.0025,-105.3878,13.3,G
Of Human Bondage,Blob Slab > East Blob > Blob Rock Area > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/107330676/of-human-bondage,1.8,"Trad, Sport",5.10 X,1.0,100.0,40.0024,-105.3876,10.0,G
A Hike for Y2K,Blob Slab > East Blob > Blob Rock Area > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105758053/a-hike-for-y2k,2.2,Sport,5.11c,1.0,120.0,40.0024,-105.3876,11.3,G
The Young and the Rackless,Upper East Face > East Blob > Blob Rock Area > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105762150/the-young-and-the-rackless,2.9,Sport,5.9,4.0,300.0,40.00244,-105.38754,9.0,G
DH1?,Upper East Face > East Blob > Blob Rock Area > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105762552/dh1,1.4,"Trad, Sport",5.9+,4.0,280.0,40.00244,-105.38754,9.35,G
Long Live Rock,Upper East Face > East Blob > Blob Rock Area > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105762705/long-live-rock,2.7,"Trad, Sport",5.11a,1.0,100.0,40.00244,-105.38754,11.1,G
The Ticket,Upper East Face > East Blob > Blob Rock Area > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105756472/the-ticket,3.9,Sport,5.12a,1.0,,40.00244,-105.38754,12.1,G
The Enlightenment,Upper East Face > East Blob > Blob Rock Area > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105756343/the-enlightenment,3.7,Sport,5.13b,1.0,,40.00244,-105.38754,13.2,G
Two Minute Warning,Little Blob > Blob Rock Area > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105761760/two-minute-warning,1.5,Sport,5.11c/d,1.0,40.0,40.0025,-105.3878,11.35,G
Take Five,Little Blob > Blob Rock Area > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105761694/take-five,1.9,Sport,5.12a,1.0,50.0,40.0025,-105.3878,12.1,G
Lost and Found,Little Blob > Blob Rock Area > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105761697/lost-and-found,2.2,Sport,5.12a,1.0,,40.0025,-105.3878,12.1,G
Doctor Patient,Lower Boulder Falls > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105811217/doctor-patient,2.0,Sport,5.11b,1.0,60.0,40.0064,-105.406,11.2,G
Prodigal Summer,Lower Boulder Falls > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105756886/prodigal-summer,3.5,Sport,5.11c,1.0,90.0,40.0064,-105.406,11.3,G
Crocodile Smile,Lower Boulder Falls > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105757099/crocodile-smile,2.0,Sport,5.11d,1.0,80.0,40.0064,-105.406,11.4,G
Caffeine Buzz,Left Side > Plotinus Wall > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105761433/caffeine-buzz,1.3,Sport,5.8,1.0,,40.00668,-105.40689,8.0,G
Mr. Sandman,Left Side > Plotinus Wall > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105764985/mr-sandman,2.8,Sport,5.10a,1.0,80.0,40.00668,-105.40689,10.1,G
Bedtime Story,Left Side > Plotinus Wall > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105756931/bedtime-story,1.8,Sport,5.10b,1.0,90.0,40.00668,-105.40689,10.2,G
Snooze Button,Left Side > Plotinus Wall > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105756937/snooze-button,2.5,Sport,5.10b,1.0,80.0,40.00668,-105.40689,10.2,G
My Buddy,Left Side > Plotinus Wall > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105760620/my-buddy,1.3,Sport,5.10b,1.0,100.0,40.00668,-105.40689,10.2,G
Wake Up Call,Left Side > Plotinus Wall > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105758901/wake-up-call,2.4,Sport,5.10b,1.0,60.0,40.00668,-105.40689,10.2,G
Smell the Coffee,Left Side > Plotinus Wall > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105758904/smell-the-coffee,2.4,Sport,5.10b,1.0,60.0,40.00668,-105.40689,10.2,G
Napster,Left Side > Plotinus Wall > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105758907/napster,2.2,Sport,5.10b,1.0,40.0,40.00668,-105.40689,10.2,G
The Daily Grind,Left Side > Plotinus Wall > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105760599/the-daily-grind,2.2,Sport,5.10d,1.0,70.0,40.00668,-105.40689,10.4,G
Golden Slumber,Left Side > Plotinus Wall > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105764982/golden-slumber,2.3,"Trad, Sport",5.10d,1.0,80.0,40.00668,-105.40689,10.4,G
Opener,Left Side > Plotinus Wall > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/106905569/opener,1.8,Sport,5.10d,1.0,80.0,40.00668,-105.40689,10.4,G
Tooth Fairy,Left Side > Plotinus Wall > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105756427/tooth-fairy,2.0,Sport,5.11b,1.0,,40.00668,-105.40689,11.2,G
Sleepless in Boulder,Left Side > Plotinus Wall > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105756106/sleepless-in-boulder,2.8,Sport,5.11b,1.0,,40.00668,-105.40689,11.2,G
Morpheus,Left Side > Plotinus Wall > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105756400/morpheus,2.6,"Trad, Sport",5.11b,1.0,,40.00668,-105.40689,11.2,G
The Bobsled,Left Side > Plotinus Wall > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105755788/the-bobsled,2.6,Sport,5.11d,1.0,,40.00668,-105.40689,11.4,G
Bobsled Direct Start aka War Sled,Left Side > Plotinus Wall > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105761415/bobsled-direct-start-aka-war-sled,2.4,Sport,5.12b,1.0,80.0,40.00668,-105.40689,12.2,G
Lucky Strikes,Left Side > Plotinus Wall > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105755794/lucky-strikes,3.1,Sport,5.12b,1.0,,40.00668,-105.40689,12.2,G
The Art of Dreaming,Left Side > Plotinus Wall > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105756103/the-art-of-dreaming,2.5,Sport,5.12,1.0,,40.00668,-105.40689,12.0,G
War On Freedom,Left Side > Plotinus Wall > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/106813728/war-on-freedom,3.1,Sport,5.13a/b,1.0,80.0,40.00668,-105.40689,13.15,G
Lucky-Freedom,Left Side > Plotinus Wall > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/113917886/lucky-freedom,3.0,Sport,5.13a/b,1.0,70.0,40.00668,-105.40689,13.15,G
Rama,Middle > Plotinus Wall > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105755818/rama,2.0,"Trad, Sport",5.10b,1.0,,40.00677,-105.40642,10.2,G
I Have  a Dream,Middle > Plotinus Wall > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105760740/i-have-a-dream,1.8,"Sport, TR",5.11a,1.0,40.0,40.00677,-105.40642,11.1,G
Lucid Dreaming,Middle > Plotinus Wall > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105755821/lucid-dreaming,3.7,Sport,5.12c/d,1.0,,40.00677,-105.40642,12.35,G
Sleep Deprivation,Right Side > Plotinus Wall > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105758110/sleep-deprivation,1.5,"Sport, TR",5.10c,2.0,,40.00683,-105.40619,10.3,G
Tooth and Nail,Right Side > Plotinus Wall > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105759354/tooth-and-nail,2.1,"Trad, Sport",5.11a/b,1.0,80.0,40.00683,-105.40619,11.15,G
Counting Sheep,Right Side > Plotinus Wall > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105755839/counting-sheep,1.8,"Trad, Sport",5.11b,1.0,,40.00683,-105.40619,11.2,G
Sominex,Right Side > Plotinus Wall > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105755878/sominex,1.6,"Trad, Sport",5.11b,2.0,,40.00683,-105.40619,11.2,G
Boulder Quartz System,Right Side > Plotinus Wall > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105755836/boulder-quartz-system,3.1,Sport,5.12a,1.0,75.0,40.00683,-105.40619,12.1,G
Cesspool,Krishna & Serenity Spire > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/107677833/cesspool,2.0,"Trad, Sport",5.10a,1.0,,40.0069,-105.4058,10.1,G
Bobby's Wall,Krishna & Serenity Spire > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/106339607/bobbys-wall,3.6,Sport,5.10c,1.0,70.0,40.0069,-105.4058,10.3,G
Adam's Arete,Krishna & Serenity Spire > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/106339621/adams-arete,3.3,Sport,5.10c/d,1.0,70.0,40.0069,-105.4058,10.35,G
The Coug,Krishna & Serenity Spire > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/106308524/the-coug,2.3,"Trad, Sport",5.10d,1.0,100.0,40.0069,-105.4058,10.4,G
Diving For Kipper Snacks,Krishna & Serenity Spire > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105851137/diving-for-kipper-snacks,2.3,"Trad, Sport",5.11a,1.0,90.0,40.0069,-105.4058,11.1,G
Higher Rites,Krishna & Serenity Spire > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/106140436/higher-rites,2.4,Sport,5.11b,1.0,50.0,40.0069,-105.4058,11.2,G
Black Pool,Krishna & Serenity Spire > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105851127/black-pool,2.8,Sport,5.11c,1.0,,40.0069,-105.4058,11.3,G
Black Pool Variation,Krishna & Serenity Spire > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105851132/black-pool-variation,3.0,Sport,5.11c,1.0,,40.0069,-105.4058,11.3,G
Vishnu,Krishna & Serenity Spire > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105756127/vishnu,2.7,Sport,5.11d,1.0,,40.0069,-105.4058,11.4,G
Full Circle,Krishna & Serenity Spire > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105761241/full-circle,3.0,Sport,5.12b,1.0,70.0,40.0069,-105.4058,12.2,G
Oversleeping,Nickel Dome > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105757405/oversleeping,2.0,"Trad, Sport",5.10a,1.0,80.0,40.0069,-105.4058,10.1,G
Eye Opener,Nickel Dome > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105757399/eye-opener,,"Trad, Sport",5.11a,1.0,60.0,40.0069,-105.4058,11.1,G
Bob the Builder,Nickel Dome > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105757402/bob-the-builder,,Sport,5.11a,1.0,60.0,40.0069,-105.4058,11.1,G
King Slopers,Nickel Dome > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105855189/king-slopers,1.0,Sport,5.11c,1.0,,40.0069,-105.4058,11.3,G
Engineering Marvel,Nickel Dome > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105757408/engineering-marvel,2.0,Sport,5.11c,1.0,40.0,40.0069,-105.4058,11.3,G
Mine All Mine,Pin Dome > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105759834/mine-all-mine,1.7,Sport,5.10a,1.0,60.0,40.0072,-105.4043,10.1,G
Sweetest Taboo,Pin Dome > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105757165/sweetest-taboo,,"Trad, Sport",5.10+ R,1.0,80.0,40.0072,-105.4043,10.35,R
Big Sky Arete,Pin Dome > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105764991/big-sky-arete,2.0,Sport,5.11d,1.0,80.0,40.0072,-105.4043,11.4,G
Big Sky Corner,Pin Dome > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105757084/big-sky-corner,3.8,Sport,5.12d,1.0,90.0,40.0072,-105.4043,12.4,G
Checkpoint Bravo (AKA Himmelbruch),Berlin Wall > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/106304871/checkpoint-bravo-aka-himmelbruch,2.0,Sport,5.10c/d,1.0,60.0,40.00752,-105.4056,10.35,G
Walpurgisnacht,Berlin Wall > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/106241101/walpurgisnacht,2.3,Sport,5.11-,1.0,80.0,40.00752,-105.4056,11.15,G
Dachau,Berlin Wall > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/113854058/dachau,2.9,Sport,5.11+,1.0,70.0,40.00752,-105.4056,11.35,G
Fall of the Wall,Berlin Wall > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105759732/fall-of-the-wall,2.9,Sport,5.12b,1.0,80.0,40.00752,-105.4056,12.2,G
Waterboarding,Berlin Wall > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/106294161/waterboarding,2.5,Sport,5.12,1.0,90.0,40.00752,-105.4056,12.0,G
Irrigation,Berlin Wall > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/106978498/irrigation,3.0,Sport,5.12c,1.0,100.0,40.00752,-105.4056,12.3,G
Interrogation,Berlin Wall > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105760023/interrogation,3.6,Sport,5.12c/d,1.0,80.0,40.00752,-105.4056,12.35,G
East Germany,Berlin Wall > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105759747/east-germany,3.2,Sport,5.12d,1.0,90.0,40.00752,-105.4056,12.4,G
Eastern Promises,Berlin Wall > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/106304393/eastern-promises,2.7,Sport,5.13c,1.0,75.0,40.00752,-105.4056,13.3,G
Closed Open Space,Wall of Winter Warmth > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105758883/closed-open-space,1.3,"Trad, Sport, TR",5.9,1.0,50.0,40.0073,-105.405,9.0,G
The Titleist (aka The Alicia Golembeski Memorial Route),Wall of Winter Warmth > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105857677/the-titleist-aka-the-alicia-golembeski-memorial-route,3.0,"Trad, Sport",5.11 PG13,2.0,190.0,40.0073,-105.405,11.0,PG13
Leader of the Pack,Wall of Winter Warmth > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105756121/leader-of-the-pack,2.0,"Trad, Sport, TR",5.11c/d,1.0,120.0,40.0073,-105.405,11.35,G
On The Bough,Wall of Winter Warmth > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105758718/on-the-bough,2.0,Sport,5.11d,1.0,70.0,40.0073,-105.405,11.4,G
Angle of Repose,Wall of Winter Warmth > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105757711/angle-of-repose,3.7,Sport,5.12a,2.0,180.0,40.0073,-105.405,12.1,G
Alpha-Bob,Wall of Winter Warmth > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105764988/alpha-bob,2.9,"Sport, TR",5.12a,1.0,60.0,40.0073,-105.405,12.1,G
Mordor,Wall of Winter Warmth > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105759618/mordor,3.2,"Trad, Sport",5.12b/c,2.0,150.0,40.0073,-105.405,12.25,G
Universal Crusher,Universal Crusher Rock > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105760623/universal-crusher,1.7,Sport,5.11a,1.0,50.0,40.0066,-105.4062,11.1,G
Fly Off The Handle,Universal Crusher Rock > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105832571/fly-off-the-handle,2.2,Sport,5.12,1.0,40.0,40.0066,-105.4062,12.0,G
Flight of the Bumbly,"Bhakti Point, Summit Knob > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105832567/flight-of-the-bumbly,2.0,Sport,5.11c,1.0,70.0,40.0069,-105.4058,11.3,G
English Immersion,"Bhakti Point, Summit Knob > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105832562/english-immersion,2.0,Sport,5.12a,1.0,70.0,40.0069,-105.4058,12.1,G
Parvati,Krishna West > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/113762208/parvati,1.5,Sport,5.10c,1.0,80.0,40.00781,-105.40629,10.3,G
